OBJECTID,Record_ID,Year_Obs,Source,Mangement,LOCDETAILS,GENERALCOMS,x,y
936,45898,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,1 ADULT AND 4 JUVENILES OBSERVED ON 13 SEP 2000.,-289182.306900000025053,295456.616600000008475
937,45831,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,11 JUVENILES OBSERVED IN 2000.,-301085.183200000028592,305775.421399999991991
938,45899,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,1 JUVENILE OBSERVED ON 20 SEP 2000.,-283606.076899999985471,288073.418599999975413
939,45903,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,2 JUVENILES OBSERVED ON 26 SEP 2000.,-262606.379299999971408,263551.742099999974016
940,45904,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,6 JUVENILES OBSERVED ON 29 SEP 2000.,-264038.353999999992084,272069.958700000017416
941,44443,2000,CNDDB,UNKNOWN,0,"1 ADULT COLLECTED ON 5 OCT 2000, SUBMITTED TO CAS.",-232114.509499999985565,60573.131800000002841
942,45913,2000,CNDDB,USFS-SHASTA/TRINITY NF,0,40 JUVENILES OBSERVED ON 6 OCT 2000.,-292971.518600000010338,287406.538899999985006
943,45316,2000,CNDDB,PVT,0,~50 ADULTS AND SUB-ADULTS OBSERVED ON 17 OCT 2000.,-245904.717999999993481,80164.619999999995343
944,44976,2001,CNDDB,DPR-FORT ROSS SHP,"FROG WAS LOCATED IN A SMALL, SHALLOW (1"") POOL, WHERE A DIRT ROAD CROSSES THE CREEK. THE SAN ANDREAS FAULT RIFT ZONE RUNS THROUGH THIS SITE.",1 ADULT OBSERVED ON 4 JAN 2001.,-281368.676900000020396,60237.115799999999581
945,75692,2001,CNDDB,EBRPD,FELLERS SITE ID: P-500 MAPPED TO PROVIDED COORDINATES.,2 ADULTS & 2 SUBADULTS OBSERVED ON 21 OCT 2000; 2 ADULTS OBSERVED ON 6 MAR 2001 AT P-500.,-153881.690100000007078,-57651.646800000002258
946,45156,2001,CNDDB,EBRPD-SUNOL VALLEY RP,OBSERVATIONS ALONG ALAMEDA CREEK FROM LITTLE YOSEMITE TO CAMP OHLONE (SITE A).,(A) AT LEAST 1 DOZEN INDIVIDUALS OBSERVED ON 17 JUN 2000. 12 ADULTS AND 2 JUVENILES OBSERVED ON 25 MAR 2001.,-157735.718800000002375,-55816.525000000001455
947,45425,2001,CNDDB,BLM,0,HISTORIC RECORD OF FYLF AT THIS SAME LOCATION IN 1978. 2 ADULTS AND 4 EGG MASSES OBSERVED ON 4 MAY 2001.,-23964.686499999999796,-26413.331999999998516
948,45315,2001,CNDDB,PVT-HAFNER WINERY,0,"ON 7 APRIL 2001, 4 EGG MASSES WERE FOUND WITHIN A 2 METER SPAN ON SUBMERGED ROCKS; 4 ADULTS SCATTERED OVER A 200-METER AREA BELOW THE EGGS.",-243318.320700000011129,77692.440600000001723
949,47703,2001,CNDDB,PVT,0,1 ADULT FROG OBSERVED ON 7 APR 2001.,-219270.072799999994459,96829.290900000007241
950,45651,2001,CNDDB,SON COUNTY,FROG OBSERVED IN A POOL WITH 100% CANOPY COVER.,1 ADULT OBSERVED ON 10 MAY 2001.,-230991.367599999997765,40182.243699999999080
951,49992,2001,CNDDB,PVT,0,1 ADULT OBSERVED ON 23 MAY 2001.,-192464.026400000002468,354286.825200000021141
952,75309,2001,CNDDB,PVT,MAPPED TO PROVIDED MAP AND COORDINATES ALONG HEATH CREEK.  AREA EXTENDS FROM 0.2 - 1.8 MILES SOUTH OF SULPHUR CANYON.,UNKNOWN NUMBER OF ADULTS OBSERVED ON 14 JUNE 2001 ALONG HEATH CREEK.,-216475.418600000004517,53709.684399999998277
953,75158,2001,CNDDB,USFS-MENDOCINO NF,ALONG SALMON CREEK. MAPPED TO PROVIDED COORDINATES.,ON 20 JUN 2005 1 INDIVIDUAL OBSERVED ALONG SALMON CREEK.,-267940.618399999977555,157668.168999999994412
954,75159,2001,CNDDB,USFS-MENDOCINO NF,"SEVERAL SITES ALONG TROUT CREEK, FROM EEL R. NORTH TO ABOUT MID-LINE SECTION 27.. MAPPED TO PROVIDED COORDINATES.",ON 21 JUN 2005 10 INDIVIDUALS OBSERVED ALONG TROUT CREEK.,-263926.878199999977369,155867.283599999995204
955,75162,2001,CNDDB,USFS-MENDOCINO NF,MAPPED TO PROVIDED COORDINATES IN SE1/4 OF NE1/4 SEC 27.,ON 22 JUN 2005 1 INDIVIDUAL OBSERVED NORTH OF EEL RIVER.,-263234.871099999989383,156681.032399999996414
956,75163,2001,CNDDB,USFS-MENDOCINO NF,ALONG ALDER CREEK FROM EEL R. NORTH FOR ABOUT 0.75 MILES. MAPPED TO PROVIDED COORDINATES.,ON 22 JUN 2005 7 INDIVIDUALS OBSERVED ALONG ALDER CREEK.,-261985.224599999986822,157086.643899999995483
957,75500,2001,CNDDB,USFS-ELDORADO NF,FELLERS SITE ID: P-528 MAPPED TO PROVIDED COORDINATES IN WEST END OF RALSTON RIDGE; AT END OF A DITCH STREAM.,1 ADULT OBSERVED ON 24 JUN 2001 AT P-528.,-61263.772700000001350,109888.828699999998207
958,49988,2001,CNDDB,PVT,0,2 ADULTS OBSERVED ON 25 JUN 2001.,-158259.350500000000466,297432.087300000013784
959,75165,2001,CNDDB,USFS-MENDOCINO NF,ALONG DASHIELL CREEK FROM EEL R. NORTH FOR ABOUT 0.85 MILES. MAPPED TO PROVIDED COORDINATES.,ON 26 JUN 2005 12 INDIVIDUALS OBSERVED.,-261486.204700000002049,158201.364800000010291
960,75168,2001,CNDDB,USFS-MENDOCINO NF,ALONG BENMORE CREEK IN S1/2 OF N1/2 SEC 21. MAPPED TO PROVIDED COORDINATES.,ON 27 JUN 2005 13 INDIVIDUALS OBSERVED ALONG BENMORE CREEK.,-257379.359700000000885,158010.669400000013411
961,75315,2001,CNDDB,SONOMA LAND TRUST,MAPPED ALONG KIDD CREEK & ITS TRIBUTARIES.,UNKNOWN NUMBER FOUND ON 9 JUL 2001.,-269110.120600000023842,58275.654300000001967
962,2618,2001,CNDDB,USFS-SHASTA/TRINITY NF,THE MAIN POPULATION MAY BE ALONG THE SACRAMENTO RIVER.,1994 STREAM SURVEY FOR CANTARA SPILL RECOVERY AND RESTORATION PROGRAM; 1 ADULT OBSERVED (SHOCK METHOD USED FOR SAMPLING). 2 ADULTS OBSERVED ON 14 JUL 2001.,-200475.618400000006659,340110.661000000021886
963,45545,2001,CNDDB,UNKNOWN,FYLF FOUND IN 2 SCOUR POOLS.,23 METAMORPHS AND 15 LARVAE OBSERVED ON 25 JUL 2001.,-272239.507700000016484,125886.366099999999278
964,49990,2001,CNDDB,PVT,0,2 ADULTS OBSERVED ON 1 AUG 2001.,-202453.181199999991804,335927.311199999996461
965,45818,2001,CNDDB,UNKNOWN,0,1 INDIVIDUAL OBSERVED ON 23 AUG 2001.,-253714.945199999987381,50722.732799999997951
966,46930,2001,CNDDB,UNKNOWN,0,3 ADULTS AND 7 JUVENILES OBSERVED ON 24 AUG 2001.,-80076.282900000005611,-191136.907100000011269
967,75217,2001,CNDDB,UNKNOWN,"MAPPED TO CREEK WITHIN PROVIDED SECTION, SEC 17 SE1/4.",1 INDIVIDUAL OBSERVED BY FRANCIS MANGLES ON 4 SEP 2001.,-195366.731800000008661,368326.360099999990780
968,46849,2001,CNDDB,UNKNOWN,0,4 JUVENILES OBSERVED ON 26 SEP 2001.,-269834.539099999994505,115146.855500000005122
969,46850,2001,CNDDB,UNKNOWN,FROGS FOUND IN THE SHALLOW MARGINS OF THE RIVER.,2 JUVENILES AND 150 LARVAE OBSERVED ON 26 SEP 2001.,-274745.230800000019372,130840.723599999997532
970,46514,2001,CNDDB,USFS-TAHOE NF,"POOL WHERE FROGS WERE FOUND IS LOCATED ON THE UPHILL (NORTH) SIDE OF RELIEF HILL ROAD, AT THE TOP OF A WATERFALL.",4 ADULT FROGS OBSERVED ON 2 NOV 2001,-75863.043799999999464,149854.036599999992177
971,47790,2002,CNDDB,USFS-MENDOCINO NF,0,1 JUVENILE COLLECTED ON 2 FEB 2002; DEPSOSITED AT CAS (SPECIMEN #223704).,-225076.652800000010757,204403.181299999996554
972,47789,2002,CNDDB,PVT,OBSERVED ALONG BANK OF LEWIS CREEK.,7 JUVENILES OBSERVED ON 1 APR 2002.,-79585.584499999997206,-191325.989000000001397
973,47967,2002,CNDDB,PVT-SARACINA VINEYARDS,"FROGS OBSERVED IN A SMALL, SUNNY POOL AT THE CONFLUENCE OF THE TWO FORKS OF THE CREEK, ABOUT 75 FEET UPSTREAM OF RESERVOIR INLET. DOWNSTREAM, CREEK FLOWS INTO A STRAIGHT DITCH THROUGH A VINEYARD, THEN INTO AN UNNAMED STREAM.","2 ADULT FYLF (ONE MEASURED - 34MM SVL, THE OTHER SLIGHTLY LARGER) OBSERVED ON 14 MAY 2002.",-270688.997900000016671,113228.933099999994738
974,70466,2002,CNDDB,CALTRANS,INTERMITTENT TRIBUTARY TO CHADD CREEK CROSSES HIGHWAY 101 AT MILEPOST 40.67; FROG OBSERVED IN A POOL IN THE OUTFALL OF THE HIGHWAY 101 CULVERT.,1 ADULT OBSERVED ON 16 MAY 2002.,-335919.501999999978580,272943.755799999984447
975,75590,2002,CNDDB,DPR-HUMBOLDT REDWOODS SP,FELLERS SITE ID: R-124 MAPPED TO PROVIDED COORDINATES BETWEEN UPPER & LOWER BULL CREEK FLATS.,"SUM OF 36 ADULTS, 57 SUBADULTS, 12767 LARVAE & 7008 EGG MASSES OBSERVED IN 8 YEARS: 1994 TO 2000, 2002 TO 2004 AND 2006 & 2007 AT R-124.",-335587.717200000013690,265520.482799999997951
976,53217,2002,CNDDB,USFS-ELDORADO NF,0,"2 FROGS (1 ADULT, 1 UNKNOWN AGE) OBSERVED ON 26 JUN 2002.",-39890.893100000001141,84537.050499999997555
977,48297,2002,CNDDB,PVT,OBSERVED BASKING NEAR PRIVATE BRIDGE.,2 ADULTS OBSERVED ON 5 JUL 2002. YOUNG OF YEAR (< 2 INCHES) STEELHEAD IN VICINITY. AREA SURROUNDED BY RURAL RESIDENTIAL.,-230497.944500000012340,60972.630799999998999
978,42642,2002,CNDDB,USFS-TAHOE NF,FROG COLLECTED ON STREAM BANK. FELLERS SITE ID: T-564 MAPPED TO PROVIDED COORDINATES ALONG SKUNK CANYON CREEK ABOUT 0.25 MI NORTH OF CONFLUENCE WITH NORTH FORK MIDDLE AMERICAN RIVER.,"ONE ADULT COLLECTED (CAS 205859), 30 JUN 1998. T-564: 26 ADULTS OBSERVED ON 18 JUL 2002 ALONG SKUNK CANYON CREEK.",-63715.061300000001211,111999.303599999999278
979,61985,2002,CNDDB,USFS-SHASTA/TRINITY NF,"ADULT FROGS, JUVENILES, AND TADPOLES OBSERVED WITHIN THE LOWER 0.5 MILE OF DEADHORSE CREEK, UPSTREAM OF THE CONFLUENCE WITH LAKE SHASTA.","15 ADULTS, 5 JUVENILES, AND 15 TADPOLES OBSERVED ON 1 AUG 2002.",-180847.433099999994738,308612.916299999982584
980,74887,2002,CNDDB,USFS-ELDORADO NF,MAPPED TO PROVIDED COORDINATES. IN SIDE CREEK THAT FLOWS SOUTH INTO AMERICAN RIVER.,ON 7 AUG 2002 12 TADPOLES OBSERVED IN SMALL (~1X4 M) ISOLATED SIDE POOL AND 4 ADULT INDIVIDUALS OBSERVED: 2 FEMALES AND 2 OF UNKNOWN SEX.,-48600.099399999999150,85000.713900000002468
981,74892,2002,CNDDB,USFS-ELDORADO NF,MAPPED TO PROVIDED COORDINATES.,"ON 8 AUG 2002 12 INDIVIDUALS WERE OBSERVED: 3 ADULTS, 4 JUVENILES AND 5 OF UNKNOWN AGE.",-49858.308799999998882,85602.919899999993504
982,74897,2002,CNDDB,USFS-ELDORADO NF,"MAPPED TO PROVIDED COORDINATES. FROGS FOUND IN SIDEPOOLS, EDGEWATER AREAS OR BACKWATER POOLS.","ON 8 AUG 2002 9 INDIVIDUALS: 2 ADULTS, 1 JUVENILE AND 6 TADPOLES OBSERVED.",-51083.808799999998882,86272.919500000003609
983,74899,2002,CNDDB,USFS-ELDORADO NF,MAPPED TO PROVIDED COORDINATES. FROGS FOUND BASKING ON EXPOSED BOULDER OR ON BANK ADJACENT TO SHALLOW POOLS.,ON 8 AUG 2002 4 JUVENILES OBSERVED.,-51878.481800000001385,86573.563699999998789
984,75510,2002,CNDDB,BLM,FELLERS SITE ID: T-585 MAPPED TO PROVIDED COORDINATES BETWEEN SALAMANDER CREEK AND SPRING GULCH.,1 ADULT & 6 SUBADULTS OBSERVED ON 12 AUG 2002 AT T-585.,-52374.577199999999721,27449.970700000001671
985,74904,2002,CNDDB,USFS-ELDORADO NF,MAPPED TO PROVIDED COORDINATES.,"ON 29 MAY 2002 1 ADULT OBSERVED SITTING ON WET COBBLE, 14 AUG 2002 1 ADULT FEMALE OBSERVED ON HWY 50 CULVERT & 1 OF UNKNOWN AGE OBSERVED IN SMALL CASCADE DOWNSTRAEM OF HWY 50 CULVERT.",-41701.697200000002340,83434.484700000000885
986,48999,2002,CNDDB,USFS-SHASTA/TRINITY NF,0,1 ADULT AND 2 JUVENILE FROGS OBSERVED ON 19 AUG 2002.,-186837.176899999991292,310598.298000000009779
987,49005,2002,CNDDB,PVT,0,1 ADULT AND 20+ TADPOLES OBSERVED ON 22 AUG 2002 IN BEAR GULCH. 1 ADULT OBSERVED ON 28 AUG 2002 IN WILLOW CREEK.,-227168.687000000005355,297916.161599999992177
988,74902,2002,CNDDB,USFS-ELDORADO NF,"MAPPED TO PROVIDED COORDINATES. WEST POOL IS SMALL (.5 X .5M; WEST FEATURE), ASSOC WITH HIGH GRADIENT BOULDER CASCADE. EAST POOL IS ISOLATED SIDEPOOL (EAST FEATURE) AT GRAYS CANYON.",ON 30 AUG 2002 1 ADULT & 2 TADPOLES OBSERVED.,-47277.310400000002119,84428.341000000000349
989,48998,2002,CNDDB,USFS-SHASTA/TRINITY NF,0,2 JUVENILE FROGS OBSERVED ON 4 SEP 2002.,-178878.081000000005588,318862.008900000015274
990,49006,2002,CNDDB,"PVT, BLM",0,4 TADPOLES OBSERVED ON 9 SEP 2002.,-226231.725500000000466,298649.388600000005681
991,48991,2002,CNDDB,"SON COUNTY, PVT",FROGS FOUND IN A 5' X 5' PLUNGE POOL AT THE CULVERT OUTLET.,5 ADULTS OBSERVED ON 11 SEP 2002.,-264953.488300000026356,90924.822299999999814
992,48987,2002,CNDDB,USFS-SHASTA/TRINITY NF,0,8 JUVENILES OBSERVED ON 12 SEP 2002.,-206217.593599999992875,313612.900100000028033
993,53138,2002,CNDDB,PVT,"POOL WITH FROGS IS IN THE BOTTOM OF A NARROW RAVINE, INCISED 3 METERS BELOW TERRACE VEGETATED WITH GRASSLAND.",2 ADULTS OBSERVED ON 30 SEP 2002.,-182224.901799999992363,31994.954799999999523
994,49228,2002,CNDDB,PVT,0,1 FROG OBSERVED.,-286934.362199999974109,75059.369600000005448
995,49997,2002,CNDDB,UNKNOWN,0,1 ADULT AND 3 JUVENILE FROGS OBSERVED ON 2 OCT 2002.,-269452.868599999987055,64591.827700000001641
996,49226,2002,CNDDB,PVT,0,1 FROG OBSERVED.,-284816.022799999976996,74357.445300000006682
997,42131,2002,CNDDB,"SCL COUNTY, SCVWD, DPR",WESTERN EDGE POLYGON: SITE WAS RECENTLY PURCHASED FOR PRESERVATION BY TNC.,1 INDIVIDUAL OBSERVED ON 17 MAR 1999. 20+ ADULTS AND 50+ JUVENILES OBSERVED DURING JUN 2000. 1 ADULT (CAS #1296) AND 20 TADPOLES (CAS #1297) COLLECTED ON 11 JUN 2002. 5 JUVENILE FROGS (CAS #1308-12) COLLECTED ON 26 JUL 2002.,-132324.360300000000279,-103358.262100000007194
998,74886,2002,CNDDB,USFS-ELDORADO NF,"MAPPED TO PROVIDED COORDINATES ALONG RIVER IN SECTIONS 15, 14, 22 AND 23.","ON 27 JUN 2002 4 ADULTS AND 2 OF UNKNOWN AGE WERE OBSERVED, 28 OCT 2002 8 ADULTS & 4 JUVENILES WERE OBS, 30 OCT 2002 2 ADULTS, 1 JUVENILE & 1 OF UNKNOWN AGE OBS BETWEEN THE PROVIDED POINTS ALONG STREAM.",-53411.521699999997509,86600.048099999999977
999,74906,2002,CNDDB,USFS-ELDORADO NF,MAPPED TO PROVIDED COORDINATES.,ON 30 OCT 2002 7 JUVENILES OBSERVED: 3 OBS ALONG LEFT BANK & 4 OBS ALONG RIGHT BANK. SNOUT-VENT LENGTH OF ALL 7 INDIVIDUALS EQUAL TO OR LESS THAN 26 MM.,-41626.764000000002852,84005.439400000002934
1000,49525,2002,CNDDB,PVT,0,20+ INDIVIDUALS OBSERVED ON 5 NOV 2002.,-269538.615200000000186,91329.649499999999534
1001,53830,2003,CNDDB,PVT,0,2 ADULTS OBSERVED ON 22 MAR 2003 DURING A WALKING SURVEY OF A ONE-MILE SECTION OF BONITA CREEK.,-145977.169400000013411,-69449.388999999995576
1002,70827,2003,CNDDB,UNKNOWN,MAPPED TO STATED COORDINATES AND MAPS.,6 ADULTS AND 2 JUVENILES OBSERVED ON 15 APR 1997. 2 MALES & 4 FEMALES OBSERVED ON 6 APR 1999. 16 EGG MASSES AND 20 ADULTS OBSERVED ON 26 MAR 2003.,-147201.437199999985751,-44611.149599999997008
1003,51232,2003,CNDDB,SANTA CLARA VALLEY WATER DIST,"FROGS WERE OBSERVED IN ASSOCIATION WITH RIFFLES IN AN AREA WITH AN OPEN CANOPY. THIS POPULATION MOST LIKELY CONTINUES UPSTREAM ON PRIVATE LAND, WHERE HABITAT IS SIMILAR AND STREAM FLOWS ARE PERENNIAL.",2 ADULTS OBSERVED ON 22 MAR 2003; 1 ADULT OBSERVED ON 23 MAR 2003; 1 ADULT OBSERVED ON 30 MAR 2003; 1 ADULT OBSERVED ON 11 APR 2003.,-153537.889699999999721,-97597.086200000005192
1004,53826,2003,CNDDB,USFS-SHASTA/TRINITY NF,0,1 ADULT OBSERVED ON 21 MAY 2003.,-282651.776799999992363,293677.191400000010617
1005,53827,2003,CNDDB,USFS-SHASTA/TRINITY NF,HAYFORK CREEK RUNS PARALLEL TO HYAMPOM ROAD.,2 INDIVIDUALS OBSERVED ON 22 MAY 2003.,-276115.110800000024028,290968.593300000007730
1006,75693,2003,CNDDB,STA COUNTY,FELLERS SITE ID: S-448B MAPPED TO PROVIDED COORDINATES.,1 ADULT & 1 LARVAE OBSERVED ON 28 MAY 2003 AT S-448B.,-121816.092600000003586,-65007.008699999998498
1007,833,2003,CNDDB,"BLM, PVT","FROGS FOUND IN CANTUA & ARROYO LEONA CREEKS IN SECTIONS 2, 3 & 10. FELLERS SITE S-021B IN ARROYO LEONA CREEK AT ARROYO VENADO CREEK; SITE S-831 IN CANTUA CREEK AT ARROYO LEONA CREEK.",">115 FROGS OBS, 3 DEAD COLLECTED JAN 1992. 102 FROGS, 2 EGG MASSES, UKN NUMBER TADPOLES APR 1992. 40 AD, 2 JUV, 30 EGG MASSES APR 1993. 12 AD, 47 JUV, 3183 LARVAE, 5 EGG MASSES  APR 1994 AT S-021B. 10 AD, 5 JUV, 42 LARVAE MAY 2003 AT S-831.",-48525.927400000000489,-180904.885000000009313
1008,54624,2003,CNDDB,USFS-LASSEN NF,FELLERS SITE ID: L-063 MAPPED TO PROVIDED COORDINATES NEAR CONFLUENCE WITH UNNAMED TRIBUTARY.,L-063: 2 ADULTS OBSERVED ON 12 AUG 1994. 1 LARVA (CAS 226985) AND 1 ADULT MALE (CAS 226986) COLLECTED ON 29 MAY 2003.,-144723.382799999992130,231333.553000000014435
1009,54628,2003,CNDDB,"USFS-LASSEN NF, DFG-TEHAMA WA","FELLERS SITES (ID: L-515A, L-515D, L-535) LOCATED JUST EAST OF PAYNE PLACE W/IN WEST END OF POLYGON ALONG ANTELOPE CREEK NEAR INDIAN CREEK. CAS SPECIMENS COLLECTED FROM ANTELOPE CRK TO 0.4 MI SE ALONG INDIAN CRK (#S 226983-84).",FELLERS: 2 ADULTS/38 SUBADULTS OBS ON 16 SEP 1996; 1 AD/51 SUB OBS 19 SEP 1996; 3 AD/19 SUB/40 LARVAE OBS 10 JUN 1997; 6 SUB OBS 11 JUN 1997. 1 ADULT COLLECTED 28 MAY 2003 (CAS 226962). 1 AD  & 1 LARVA COL 29 MAY 2003 (CAS ).,-159544.444099999993341,247862.602099999989150
1010,53561,2003,CNDDB,USFS-SHASTA/TRINITY NF,WATER VERY HIGH DURING 30 MAY 2003 VISIT. MAPPED TO PROVIDED COORDINATES SSW OF CONFLUENCE OF SOUTH & NORTH FORKS OF SACRAMENTO RIVER. OBSERVATIONS ALSO IN SE1/4 OF SEC 26 ALONG SOUTH FORK SACRAMENTO RIVER.,1 ADULT OBSERVED ON AUG 2001 ALONG SOUTH FORK SACRAMENTO RIVER. 1 ADULT OBSERVED ON 30 MAY 2003.,-199982.257199999992736,365201.370600000023842
1011,54625,2003,CNDDB,USFS-LASSEN NF,DEER CREEK SURVEYED FROM THE CROSSING OF USFS ROAD 28N29 TO THE BEAVER CREEK CONFLUENCE.,1 GRAVID ADULT FEMALE COLLECTED (CAS 227005) ON 30 MAY 2003.,-144290.511599999997998,230649.223700000002282
1012,54626,2003,CNDDB,USFS-LASSEN NF,0,1 ADULT COLLECTED (CAS 227013) ON 31 MAY 2003.,-145323.270799999998417,227180.296600000001490
1013,43038,2003,CNDDB,USFS-STANISLAUS NF,"SAMPLED UP & DOWNSTREAM OF ROAD CROSSING, FROGS FOUND ONLY DOWNSTREAM (CAN94U01). MAPPED TO PROVIDED COORDINATES ALONG ROSA CREEK AT ITALIAN BAR RD CROSSING (FELLERS SITE ID: Y-441C).","1 ADULT OBS 1 JUL 1993. (Y-441C): 1 SUBAD 10 MAY 1994; 1 SUB, 1 LARVA 25 JUN 1996; 1 AD, 105 LAR 3 JUL 1997; 1 AD, 221 LAR, 200 EGG MASSES 30 JUN 1998; 1 AD 17 JUN 1999; 200 LAR, 200 EGG MASS 1 JUN 2000; 2 LAR 30 AUG 2002; 1 AD 2 JUN 2003.",-27889.002000000000407,9836.080099999999220
1014,2626,2003,CNDDB,"USFS-SHASTA/TRINITY NF, OTHERS",0,1994 STREAM SURVEY FOR CANTARA SPILL RECOVERY AND RESTORATION PROGRAM; 2 ADULTS OBSERVED. 1 ADULT AND ONE EGG CLUSTER (IN A SMALL SIDE CHANNEL) OBSERVED ON 3 JUN 2003.,-199030.241000000009080,342831.038000000000466
1015,52998,2003,CNDDB,USFS-SHASTA/TRINITY NF,0,1 ADULT OBSERVED ON 23 JUN 2003.,-173937.278499999985797,313626.474199999996927
1016,53001,2003,CNDDB,USFS-SHASTA/TRINITY NF,0,2 ADULTS OBSERVED ON 23 JUN 2003.,-175427.732300000003306,314176.459900000016205
1017,53003,2003,CNDDB,USFS-SHASTA/TRINITY NF,0,2 ADULTS OBSERVED ON 7 JUL 2003.,-195551.705900000000838,318019.966799999994691
1018,53605,2003,CNDDB,PVT,0,10 LARVAL AND YOUNG-OF-THE-YEAR FROGS OBSERVED IN A SERIES OF SHALLOW POOLS ALONG THE 1.3 MILES OF DRY CREEK SURVEYED.,-220000.593599999992875,233941.397399999987101
1019,52811,2003,CNDDB,PVT-GALLO,0,100+ JUVENILES OBSERVED ON 30 JUL 2003.,-252175.733100000012200,60217.633300000001327
1020,54623,2003,CNDDB,PVT,0,6 LARVAE AND 2 METAMORPHS OBSERVED ON 7 AUG 2003.,-179857.126799999998184,43109.949000000000524
1021,53002,2003,CNDDB,USFS-SHASTA/TRINITY NF,0,2 ADULTS AND 18 TADPOLES OBSERVED ON 14 AUG 2003.,-178178.793299999990268,306047.884299999976065
1022,54901,2003,CNDDB,PVT-PGE,HIGH-QUALITY RANA BOYLII HABITAT.,14+ INDIVIDUALS OBSERVED ON 2 SEP 2003; 1 RECENTLY-METAMORPHOSED JUVENILE COLLECTED (SJB-1478) AND DEPOSITED AT CAS.,-171614.103800000011688,285525.006700000027195
1023,53797,2003,CNDDB,"PVT-PGE, UNKNOWN",FROGS FOUND IN LATE AFTERNOON UNDER BORDERING VEGETATION AND ON SMALL ROCKS.,2 ADULTS AND 2 JUVENILES OBSERVED ON 5 SEP 2003.,-171404.247600000002421,285514.969800000020768
1024,59707,2003,CNDDB,PVT,0,1 ADULT OBSERVED ON 19 SEP 2003.,-215624.596699999994598,49735.416700000001583
1025,53198,2003,CNDDB,BLM,0,>100 ADULTS AND JUVENILES OBSERVED ON 27 OCT 2003.,-78585.361499999999069,91338.327999999994063
1026,53462,2003,CNDDB,CALTRANS,AVAILABLE HABITAT EXTENDS UPSTREAM AND DOWNSTREAM.,3 ADULTS OBSERVED ON 17 NOV 2003.,-276949.064499999978580,102389.247900000002119
1027,54858,2004,CNDDB,PVT,0,2 ADULTS OBSERVED ON 18 MAR 2004.,-268829.106800000008661,61657.557800000002317
1028,41741,2004,CNDDB,PVT,0,"3 ADULTS COLLECTED FROM BEAR CREEK, 11-25 APR 1997. 1 ADULT MALE (SVL=46MM, WT=9.3 GRAMS) COLLECTED (CAS #203203), 25 APR 1997. 6 ADULTS (3 COLLECTED) OBSERVED, 5 MAY 1998. 1 ADULT OBSERVED, 20 MAR 2004.",-208215.247100000007777,116329.961699999999837
1029,59732,2004,CNDDB,DPR-HENRY W COE SP,1-MILE STRETCH OF STREAM SURVEYED IN APR 2004.,2 ADULTS OBSERVED IN WATER GULCH CREEK ON 18 APR 2004; 1 ADULT OBSERVED IN COYOTE CREEK ON 25 APR 2004.,-130214.635399999999208,-88803.296300000001793
1030,63308,2004,CNDDB,BLM,0,1 JUVENILE OBSERVED ON 27 APR 2004.,-258995.402700000006007,306997.148099999991246
1031,24656,2004,CNDDB,"PVT, BLM, USFS-S/T NF","ACCORDING TO WELSH AND LIND, FROGS ARE FOUND THROUGHOUT THIS AREA. 2004 OBSERVATIONS FROM DOWNSTREAM OF THE JOHN DAY WETLAND AREA AND DOWNSTREAM OF HOCKER FLAT.","UKN # OBS 27 JUN 1961. 9 TADPOLES FOUND MAY-JUN 1991; 51 TADS, 5 MALES, 3 FEMALES & 36 FROGS OF UNK SEX FOUND AUG 1991;15 TADS FOUND MAY-JUNE 1992; UNK # OF FROGS FOUND IN 1993. 1 JUV OBS ON 27 APR 2004; 1 ADULT OBS ON 28 APR 2004.",-239579.056699999986449,303034.881400000012945
1032,63319,2004,CNDDB,BLM,0,4 ADULTS AND 1 JUVENILE COLLECTED ON 20 MAY 2004.,-218635.687999999994645,75577.980800000004820
1033,59845,2004,CNDDB,DPR-HENRY W COE SP,0,"3 ADULTS OBSERVED IN A STRETCH OF STREAM WHERE WATER WAS FLOWING FAIRLY WELL; SEVERAL OTHER FROGS WERE OBSERVED, BUT NOT POSITIVELY IDENTIFIED.",-133627.781400000007125,-92967.604800000000978
1034,59846,2004,CNDDB,DPR-HENRY W COE SP,STREAM SURVEYED BETWEEN THE FISH TRAIL JUNCTION AND THE FALLS.,AT LEAST 5 ADULTS OBSERVED IN A ONE-MILE SECTION OF STREAM.,-135071.182000000000698,-91235.805399999997462
1035,57077,2004,CNDDB,PVT,SITE IS LOCATED UPSTREAM OF MILE MARKER 2.4.,13 ADULTS AND 10 TADPOLES OBSERVED ON 30 MAY 2004.,-180185.563300000008894,45657.758199999996577
1036,42216,2004,CNDDB,UC-BERKELEY,SITE IS LOCATED DOWNSTREAM OF THE TRAIL CROSSING IN THE COLD CANYON PRESERVE.,100+ JUVENILES OBSERVED ON 25 JUN 1999. 2 ADULTS OBSERVED ON 5 JUN 2004.,-182896.375200000009499,55963.291400000001886
